Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Isaiah Joe,OKC,LAL,W,24.03,1,8,0.125,1,7,0.143,0,0,0.0,0,0,0,0,2,0,1,0,3,-1.2,2024-11-29
Cam Reddish,LAL,OKC,L,13.18,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-1.5,2024-11-29
Isaac Okoro,CLE,ATL,L,18.33,0,5,0.0,0,2,0.0,2,2,1.0,1,0,1,1,1,0,2,2,2,-1.9,2024-11-29
Caleb Houstan,ORL,BRK,W,2.67,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-3.1,2024-11-29
Tristen Newton,IND,DET,L,3.23,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0,-3.2,2024-11-29
Giannis Antetokounmpo,MIL,WAS,W,37.72,15,24,0.625,0,0,0.0,12,17,0.706,2,10,12,11,0,1,4,0,42,38.0,2024-11-30
Kyrie Irving,DAL,UTA,W,36.15,11,25,0.44,6,13,0.462,2,2,1.0,2,5,7,9,4,0,3,1,30,26.7,2024-11-30
Walker Kessler,UTA,DAL,L,29.72,7,9,0.778,0,0,0.0,4,5,0.8,6,4,10,1,3,5,0,1,18,26.3,2024-11-30
Malcolm Brogdon,WAS,MIL,L,30.1,10,15,0.667,2,2,1.0,7,7,1.0,0,11,11,3,0,1,1,5,29,25.6,2024-11-30
Damian Lillard,MIL,WAS,W,39.85,8,18,0.444,5,9,0.556,4,4,1.0,1,4,5,10,3,1,2,2,25,25.4,2024-11-30
Devin Booker,PHO,GSW,W,38.22,8,20,0.4,3,8,0.375,8,8,1.0,0,3,3,9,2,0,1,1,27,24.0,2024-11-30
Jordan Poole,WAS,MIL,L,34.22,10,23,0.435,3,10,0.3,8,9,0.889,0,4,4,7,2,1,3,3,31,23.1,2024-11-30
Tyus Jones,PHO,GSW,W,32.1,7,9,0.778,4,5,0.8,1,2,0.5,0,3,3,9,0,0,1,1,19,20.9,2024-11-30
KJ Martin,PHI,DET,W,27.13,7,8,0.875,1,2,0.5,4,5,0.8,3,3,6,3,0,3,1,3,19,20.8,2024-11-30
Tyrese Maxey,PHI,DET,W,35.22,11,24,0.458,5,10,0.5,1,2,0.5,1,3,4,6,2,0,2,3,28,19.8,2024-11-30
Brandon Miller,CHO,ATL,L,38.77,10,30,0.333,7,19,0.368,5,5,1.0,3,5,8,4,1,2,3,3,32,19.6,2024-11-30
Jalen Johnson,ATL,CHO,W,38.4,8,12,0.667,4,6,0.667,0,0,0.0,0,3,3,9,0,3,4,2,20,19.3,2024-11-30
Malik Beasley,DET,PHI,L,26.82,6,9,0.667,4,5,0.8,3,3,1.0,0,6,6,4,0,0,1,1,19,18.3,2024-11-30
Ricky Council,PHI,DET,W,26.65,5,7,0.714,1,3,0.333,6,7,0.857,1,4,5,1,1,1,0,3,17,16.8,2024-11-30
Grayson Allen,PHO,GSW,W,32.45,4,8,0.5,3,6,0.5,6,6,1.0,1,3,4,3,1,0,1,0,17,16.7,2024-11-30
Daniel Gafford,DAL,UTA,W,23.93,6,6,1.0,0,0,0.0,2,3,0.667,3,8,11,3,1,0,2,3,14,16.2,2024-11-30
Stephen Curry,GSW,PHO,L,32.4,8,21,0.381,3,10,0.3,4,5,0.8,1,6,7,4,0,0,0,1,23,16.0,2024-11-30
Onyeka Okongwu,ATL,CHO,W,28.05,5,10,0.5,0,2,0.0,6,6,1.0,6,5,11,2,1,0,2,3,16,15.9,2024-11-30
Vasilije Micić,CHO,ATL,L,34.12,6,12,0.5,3,6,0.5,0,0,0.0,3,5,8,5,2,0,3,2,15,14.3,2024-11-30
Kelly Oubre,PHI,DET,W,30.85,6,11,0.545,2,5,0.4,0,0,0.0,2,4,6,1,2,1,0,1,14,14.3,2024-11-30
Jonas Valančiūnas,WAS,MIL,L,30.8,6,9,0.667,0,2,0.0,4,4,1.0,1,6,7,5,1,0,4,4,16,13.5,2024-11-30
Brandin Podziemski,GSW,PHO,L,33.02,4,8,0.5,2,4,0.5,2,2,1.0,0,7,7,4,1,1,1,1,12,13.2,2024-11-30
Brook Lopez,MIL,WAS,W,34.93,7,14,0.5,4,10,0.4,0,0,0.0,0,0,0,3,0,3,1,3,18,13.0,2024-11-30
Kevin Durant,PHO,GSW,W,35.67,7,20,0.35,3,8,0.375,4,6,0.667,0,10,10,3,0,3,3,1,21,12.8,2024-11-30
Quentin Grimes,DAL,UTA,W,28.6,9,16,0.563,5,11,0.455,1,6,0.167,0,3,3,0,0,1,2,3,24,12.8,2024-11-30
John Collins,UTA,DAL,L,36.83,6,15,0.4,1,5,0.2,3,3,1.0,4,5,9,2,1,1,2,2,16,12.5,2024-11-30
Zaccharie Risacher,ATL,CHO,W,25.07,6,10,0.6,2,4,0.5,0,0,0.0,1,2,3,2,1,2,2,0,14,12.5,2024-11-30
Draymond Green,GSW,PHO,L,30.58,5,8,0.625,2,5,0.4,1,1,1.0,0,2,2,7,2,1,4,3,13,12.4,2024-11-30
Corey Kispert,WAS,MIL,L,30.77,7,12,0.583,2,4,0.5,0,0,0.0,3,5,8,0,0,0,0,4,16,12.4,2024-11-30
Cody Martin,CHO,ATL,L,25.53,5,9,0.556,1,2,0.5,1,2,0.5,1,6,7,5,0,0,1,0,12,12.3,2024-11-30
Josh Green,CHO,ATL,L,35.67,6,12,0.5,4,7,0.571,1,2,0.5,1,2,3,0,3,0,1,5,17,11.9,2024-11-30
Nick Richards,CHO,ATL,L,25.48,3,5,0.6,0,0,0.0,6,7,0.857,1,5,6,1,1,3,1,6,12,11.9,2024-11-30
P.J. Washington,DAL,UTA,W,34.68,7,16,0.438,2,5,0.4,0,0,0.0,2,9,11,1,1,1,1,3,16,11.9,2024-11-30
De'Andre Hunter,ATL,CHO,W,24.6,5,9,0.556,1,3,0.333,7,8,0.875,1,2,3,0,0,0,2,2,18,11.8,2024-11-30
Taurean Prince,MIL,WAS,W,24.37,3,4,0.75,3,4,0.75,2,2,1.0,0,1,1,2,1,1,0,3,11,11.6,2024-11-30
Dereck Lively,DAL,UTA,W,22.88,3,4,0.75,0,0,0.0,0,0,0.0,3,4,7,4,0,2,0,1,6,11.5,2024-11-30
Bobby Portis,MIL,WAS,W,23.35,4,6,0.667,1,2,0.5,0,0,0.0,1,5,6,2,1,0,0,0,9,11.0,2024-11-30
Marcus Sasser,DET,PHI,L,26.0,5,11,0.455,2,3,0.667,0,0,0.0,0,0,0,4,3,0,1,1,12,10.7,2024-11-30
Spencer Dinwiddie,DAL,UTA,W,30.6,2,9,0.222,1,4,0.25,2,2,1.0,1,1,2,10,3,0,1,3,7,10.3,2024-11-30
Kevon Looney,GSW,PHO,L,16.07,4,4,1.0,0,0,0.0,1,1,1.0,2,4,6,1,0,0,0,2,9,10.3,2024-11-30
Brice Sensabaugh,UTA,DAL,L,22.9,4,12,0.333,3,9,0.333,2,2,1.0,3,3,6,1,2,0,1,2,13,10.1,2024-11-30
Andrew Wiggins,GSW,PHO,L,33.55,7,17,0.412,4,9,0.444,0,0,0.0,0,3,3,3,1,0,2,2,18,10.1,2024-11-30
Moussa Diabaté,CHO,ATL,L,22.42,1,3,0.333,0,0,0.0,1,1,1.0,8,0,8,3,2,1,1,2,3,9.9,2024-11-30
Monte Morris,PHO,GSW,W,15.13,3,5,0.6,2,3,0.667,0,0,0.0,1,4,5,3,1,0,0,2,8,9.9,2024-11-30
Jaden Ivey,DET,PHI,L,26.73,5,16,0.313,3,8,0.375,2,2,1.0,1,1,2,5,1,0,1,2,15,9.5,2024-11-30
Buddy Hield,GSW,PHO,L,16.42,3,7,0.429,2,4,0.5,3,3,1.0,0,1,1,1,1,0,0,0,11,9.3,2024-11-30
Royce O'Neale,PHO,GSW,W,19.42,4,6,0.667,3,4,0.75,0,0,0.0,0,2,2,1,0,0,0,1,11,9.3,2024-11-30
Lauri Markkanen,UTA,DAL,L,33.98,7,20,0.35,2,11,0.182,3,5,0.6,1,4,5,1,1,0,1,1,19,9.2,2024-11-30
Clint Capela,ATL,CHO,W,19.95,2,6,0.333,0,0,0.0,0,0,0.0,4,10,14,1,1,2,0,1,4,9.1,2024-11-30
Kobe Bufkin,ATL,CHO,W,17.2,3,9,0.333,0,3,0.0,3,4,0.75,0,2,2,4,1,0,0,0,9,7.9,2024-11-30
Ausar Thompson,DET,PHI,L,13.72,4,5,0.8,1,2,0.5,0,1,0.0,2,0,2,1,0,2,2,1,9,7.8,2024-11-30
A.J. Green,MIL,WAS,W,25.72,4,8,0.5,3,6,0.5,2,2,1.0,0,1,1,1,0,0,0,6,13,7.6,2024-11-30
Wendell Moore,DET,PHI,L,15.58,4,9,0.444,0,1,0.0,3,3,1.0,2,1,3,0,0,0,0,1,11,7.6,2024-11-30
Trae Young,ATL,CHO,W,30.8,4,9,0.444,2,6,0.333,4,6,0.667,0,4,4,5,1,0,6,2,14,7.4,2024-11-30
Dyson Daniels,ATL,CHO,W,30.73,4,10,0.4,0,6,0.0,0,0,0.0,1,4,5,3,2,0,1,1,8,7.2,2024-11-30
Paul George,PHI,DET,W,26.35,4,12,0.333,1,2,0.5,2,3,0.667,1,7,8,5,1,0,3,3,11,6.9,2024-11-30
Collin Sexton,UTA,DAL,L,29.68,5,13,0.385,1,5,0.2,2,2,1.0,0,4,4,2,0,0,2,0,13,6.5,2024-11-30
Isaiah Stewart,DET,PHI,L,15.23,2,5,0.4,0,2,0.0,2,2,1.0,3,1,4,0,0,2,0,2,6,6.3,2024-11-30
Paul Reed,DET,PHI,L,14.22,3,5,0.6,0,2,0.0,1,2,0.5,0,4,4,1,2,1,2,2,7,6.1,2024-11-30
Guerschon Yabusele,PHI,DET,W,24.65,3,6,0.5,1,2,0.5,0,0,0.0,1,7,8,1,0,0,1,1,7,6.1,2024-11-30
Oso Ighodaro,PHO,GSW,W,30.55,3,4,0.75,0,0,0.0,0,0,0.0,2,6,8,0,0,2,2,3,6,5.8,2024-11-30
Micah Potter,UTA,DAL,L,12.92,2,4,0.5,2,3,0.667,0,0,0.0,1,2,3,0,1,0,1,0,6,5.3,2024-11-30
Jonathan Kuminga,GSW,PHO,L,18.92,4,12,0.333,0,3,0.0,4,6,0.667,0,2,2,1,1,0,0,4,12,5.1,2024-11-30
Andre Drummond,PHI,DET,W,3.55,2,3,0.667,0,1,0.0,0,0,0.0,1,2,3,0,1,0,0,0,4,5.0,2024-11-30
Marvin Bagley,WAS,MIL,L,4.33,1,1,1.0,0,0,0.0,2,2,1.0,1,1,2,0,0,0,0,0,4,4.7,2024-11-30
Trayce Jackson-Davis,GSW,PHO,L,14.95,1,5,0.2,0,0,0.0,0,0,0.0,4,2,6,2,0,3,1,1,2,4.4,2024-11-30
Alex Sarr,WAS,MIL,L,36.07,2,8,0.25,1,6,0.167,2,2,1.0,2,0,2,1,0,1,0,2,7,4.2,2024-11-30
Nick Smith,CHO,ATL,L,16.8,2,7,0.286,1,3,0.333,0,0,0.0,0,1,1,2,1,0,0,0,5,3.6,2024-11-30
Bilal Coulibaly,WAS,MIL,L,35.87,2,8,0.25,0,2,0.0,0,0,0.0,0,2,2,4,2,0,0,3,4,3.4,2024-11-30
KJ Simpson,CHO,ATL,L,14.02,2,7,0.286,2,6,0.333,2,2,1.0,1,1,2,1,1,0,2,3,8,3.4,2024-11-30
Kyle Anderson,GSW,PHO,L,7.25,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,1,1,0,0,0,2,3.3,2024-11-30
Adem Bona,PHI,DET,W,19.63,1,2,0.5,0,0,0.0,2,3,0.667,1,4,5,0,0,3,2,4,4,3.0,2024-11-30
Lindy Waters,GSW,PHO,L,13.37,1,3,0.333,1,3,0.333,0,0,0.0,0,3,3,1,0,0,0,1,3,2.5,2024-11-30
Jazian Gortman,DAL,UTA,W,0.78,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,2,2.4,2024-11-30
Tobias Harris,DET,PHI,L,22.62,1,8,0.125,0,3,0.0,2,3,0.667,1,6,7,2,0,0,0,0,4,2.3,2024-11-30
Pat Spencer,GSW,PHO,L,8.43,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,3,1,0,0,2,0,2.3,2024-11-30
Keyonte George,UTA,DAL,L,32.63,1,8,0.125,0,2,0.0,3,4,0.75,1,5,6,8,1,0,5,4,5,1.6,2024-11-30
Mason Plumlee,PHO,GSW,W,16.18,1,5,0.2,0,0,0.0,0,0,0.0,2,4,6,1,0,2,2,0,2,1.6,2024-11-30
Johnny Juzang,UTA,DAL,L,15.37,1,5,0.2,0,2,0.0,0,0,0.0,2,3,5,0,0,1,0,1,2,1.5,2024-11-30
Gary Trent,MIL,WAS,W,19.5,1,3,0.333,0,1,0.0,0,0,0.0,0,4,4,2,0,0,1,1,2,1.5,2024-11-30
Carlton Carrington,WAS,MIL,L,15.73,1,5,0.2,1,3,0.333,0,0,0.0,0,3,3,2,1,0,1,2,3,1.4,2024-11-30
Ryan Dunn,PHO,GSW,W,20.28,1,2,0.5,0,1,0.0,0,0,0.0,0,4,4,2,0,2,2,4,2,1.4,2024-11-30
Jared McCain,PHI,DET,W,29.22,3,7,0.429,0,3,0.0,1,2,0.5,1,3,4,0,0,0,2,3,7,1.3,2024-11-30
Vit Krejci,ATL,CHO,W,12.2,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,2,0,1.2,2024-11-30
Drew Eubanks,UTA,DAL,L,13.7,1,6,0.167,0,0,0.0,0,0,0.0,1,4,5,2,1,0,1,1,2,1.1,2024-11-30
Delon Wright,MIL,WAS,W,8.15,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,2024-11-30
Eric Gordon,PHI,DET,W,9.82,0,4,0.0,0,2,0.0,0,0,0.0,0,1,1,2,2,0,0,0,0,0.9,2024-11-30
Simone Fontecchio,DET,PHI,L,23.3,2,12,0.167,1,8,0.125,2,2,1.0,0,11,11,2,0,0,2,4,7,0.5,2024-11-30
Jalen Duren,DET,PHI,L,12.53,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,4,1,4,0.4,2024-11-30
Justin Edwards,PHI,DET,W,3.47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-30
Kessler Edwards,DAL,UTA,W,1.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-30
Anthony Gill,WAS,MIL,L,2.73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-30
Dwight Powell,DAL,UTA,W,1.33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-30
Olivier-Maxence Prosper,DAL,UTA,W,1.33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-30
Naji Marshall,DAL,UTA,W,13.37,1,5,0.2,1,3,0.333,0,0,0.0,1,0,1,1,0,0,1,1,3,-0.1,2024-11-30
Kyshawn George,WAS,MIL,L,19.38,2,6,0.333,0,3,0.0,0,0,0.0,1,1,2,2,1,0,3,3,4,-0.2,2024-11-30
Jaden Hardy,DAL,UTA,W,16.25,1,7,0.143,0,3,0.0,2,2,1.0,0,2,2,2,2,0,3,3,4,-0.7,2024-11-30
Gary Payton,GSW,PHO,L,12.28,0,3,0.0,0,1,0.0,0,0,0.0,1,2,3,0,0,0,0,0,0,-0.8,2024-11-30
Maxi Kleber,DAL,UTA,W,28.85,0,1,0.0,0,0,0.0,0,0,0.0,0,4,4,0,1,1,2,3,0,-1.0,2024-11-30
Garrison Mathews,ATL,CHO,W,13.0,1,3,0.333,1,3,0.333,1,3,0.333,0,1,1,0,1,0,3,2,4,-1.0,2024-11-30
Seth Curry,CHO,ATL,L,5.2,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,0,-1.1,2024-11-30
Moses Moody,GSW,PHO,L,2.77,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.7,2024-11-30
Ron Holland,DET,PHI,L,22.68,1,3,0.333,0,2,0.0,0,0,0.0,1,2,3,1,0,0,3,3,2,-1.9,2024-11-30
Isaiah Collier,UTA,DAL,L,12.27,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,3,0,0,2,2,0,-2.8,2024-11-30
Andre Jackson,MIL,WAS,W,26.42,1,7,0.143,0,3,0.0,0,0,0.0,3,6,9,0,0,0,3,3,2,-2.8,2024-11-30
Lester Quiñones,PHI,DET,W,3.47,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,3,0,0,-3.7,2024-11-30
Tidjane Salaün ,CHO,ATL,L,22.0,0,8,0.0,0,5,0.0,0,0,0.0,0,1,1,1,2,0,1,1,0,-4.0,2024-11-30
Tim Hardaway,DET,PHI,L,20.57,0,6,0.0,0,4,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-4.6,2024-11-30
Luka Dončić,DAL,POR,W,36.28,15,24,0.625,4,10,0.4,2,4,0.5,0,7,7,13,3,0,3,2,36,34.8,2024-12-01
Victor Wembanyama,SAS,SAC,W,36.58,11,17,0.647,5,9,0.556,7,9,0.778,2,12,14,11,1,3,5,5,34,34.5,2024-12-01
James Harden,LAC,DEN,W,38.42,10,26,0.385,6,15,0.4,13,13,1.0,2,7,9,11,1,0,5,4,39,30.4,2024-12-01
RJ Barrett,TOR,MIA,W,37.95,15,20,0.75,3,4,0.75,4,4,1.0,0,7,7,5,0,1,4,3,37,30.1,2024-12-01
Fred VanVleet,HOU,OKC,W,35.12,10,19,0.526,5,9,0.556,13,14,0.929,0,2,2,3,0,0,1,3,38,28.8,2024-12-01
DeMar DeRozan,SAC,SAS,L,36.77,10,20,0.5,0,1,0.0,8,9,0.889,1,4,5,8,3,0,0,0,28,28.1,2024-12-01
Shai Gilgeous-Alexander,OKC,HOU,L,36.12,10,19,0.526,3,7,0.429,9,11,0.818,2,6,8,5,2,0,2,2,32,27.8,2024-12-01
Quentin Grimes,DAL,POR,W,35.78,9,13,0.692,5,7,0.714,5,6,0.833,1,4,5,3,5,0,3,2,28,27.3,2024-12-01
Tyler Herro,MIA,TOR,L,36.82,9,16,0.563,6,12,0.5,7,7,1.0,0,4,4,3,2,0,1,1,31,27.3,2024-12-01
Donovan Mitchell,CLE,BOS,W,35.37,12,21,0.571,6,11,0.545,5,8,0.625,1,6,7,3,2,1,3,3,35,27.0,2024-12-01
Anthony Davis,LAL,UTA,W,38.83,13,25,0.52,2,4,0.5,5,6,0.833,1,10,11,0,2,1,1,1,33,25.3,2024-12-01
Domantas Sabonis,SAC,SAS,L,36.68,8,16,0.5,2,4,0.5,7,10,0.7,10,3,13,6,0,0,2,5,25,23.9,2024-12-01
Nikola Jokić,DEN,LAC,L,39.07,12,24,0.5,2,7,0.286,2,4,0.5,3,11,14,11,1,1,5,3,28,23.8,2024-12-01
Mikal Bridges,NYK,NOP,W,35.5,12,19,0.632,7,12,0.583,0,0,0.0,0,4,4,1,0,1,1,1,31,23.7,2024-12-01
Jaren Jackson,MEM,IND,W,29.33,8,14,0.571,3,6,0.5,6,6,1.0,0,8,8,0,2,3,1,2,25,23.1,2024-12-01
Jayson Tatum,BOS,CLE,L,37.8,12,27,0.444,4,9,0.444,5,5,1.0,0,8,8,4,1,1,2,2,33,23.0,2024-12-01
Anfernee Simons,POR,DAL,L,23.17,9,11,0.818,6,8,0.75,3,3,1.0,0,3,3,5,1,0,3,6,27,22.9,2024-12-01
LeBron James,LAL,UTA,W,36.07,12,28,0.429,0,9,0.0,3,3,1.0,1,4,5,14,0,2,3,1,27,21.9,2024-12-01
Alperen Sengun,HOU,OKC,W,38.0,7,17,0.412,0,1,0.0,6,8,0.75,5,9,14,9,0,1,1,2,20,21.5,2024-12-01
Darius Garland,CLE,BOS,W,32.33,5,12,0.417,4,6,0.667,8,8,1.0,0,5,5,8,0,0,0,4,22,21.1,2024-12-01
Julian Champagnie,SAS,SAC,W,31.8,5,10,0.5,4,9,0.444,5,5,1.0,2,6,8,1,2,1,0,0,19,20.6,2024-12-01
Norman Powell,LAC,DEN,W,24.52,9,17,0.529,5,8,0.625,5,5,1.0,0,0,0,1,1,0,1,0,28,20.4,2024-12-01
De'Aaron Fox,SAC,SAS,L,36.67,9,23,0.391,3,8,0.375,2,2,1.0,3,3,6,9,2,1,2,1,23,20.1,2024-12-01
Isaiah Hartenstein,OKC,HOU,L,30.03,9,12,0.75,0,1,0.0,1,3,0.333,2,11,13,4,1,1,1,5,19,19.6,2024-12-01
Cameron Johnson,BRK,ORL,L,35.68,9,17,0.529,2,5,0.4,6,6,1.0,2,2,4,1,0,0,0,3,26,19.2,2024-12-01
Ja Morant,MEM,IND,W,26.8,6,13,0.462,2,7,0.286,5,6,0.833,0,2,2,8,1,1,0,2,19,19.0,2024-12-01
Scottie Barnes,TOR,MIA,W,35.13,9,17,0.529,2,5,0.4,3,5,0.6,1,9,10,9,0,0,4,2,23,18.8,2024-12-01
Payton Pritchard,BOS,CLE,L,36.12,7,16,0.438,3,10,0.3,7,8,0.875,1,6,7,3,0,1,1,2,24,18.7,2024-12-01
John Collins,UTA,LAL,L,35.58,7,14,0.5,3,5,0.6,4,7,0.571,2,7,9,3,0,1,0,2,21,18.3,2024-12-01
Spencer Dinwiddie,DAL,POR,W,34.28,5,9,0.556,2,4,0.5,8,8,1.0,0,1,1,5,2,0,2,3,20,18.3,2024-12-01
Kristaps Porziņģis,BOS,CLE,L,32.03,7,17,0.412,3,7,0.429,4,4,1.0,1,7,8,2,3,0,0,2,21,18.3,2024-12-01
Lauri Markkanen,UTA,LAL,L,37.55,8,17,0.471,5,11,0.455,1,2,0.5,1,6,7,4,1,0,1,1,22,17.8,2024-12-01
Jimmy Butler,MIA,TOR,L,34.42,6,9,0.667,0,0,0.0,5,6,0.833,2,3,5,3,1,0,0,1,17,17.7,2024-12-01
Goga Bitadze,ORL,BRK,W,31.8,4,6,0.667,0,0,0.0,4,6,0.667,4,9,13,2,3,2,1,4,12,17.3,2024-12-01
Santi Aldama,MEM,IND,W,25.18,6,9,0.667,3,5,0.6,0,0,0.0,1,3,4,6,1,0,0,2,15,17.1,2024-12-01
Toumani Camara,POR,DAL,L,36.43,6,10,0.6,5,7,0.714,0,0,0.0,3,4,7,4,1,0,2,1,17,17.1,2024-12-01
Jakob Poeltl,TOR,MIA,W,36.68,6,12,0.5,0,0,0.0,5,8,0.625,4,7,11,3,2,1,1,4,17,16.9,2024-12-01
Malik Monk,SAC,SAS,L,36.77,7,14,0.5,5,10,0.5,0,0,0.0,0,7,7,6,1,1,2,3,19,16.8,2024-12-01
Devin Vassell,SAS,SAC,W,23.95,8,12,0.667,5,8,0.625,0,0,0.0,0,0,0,3,0,1,2,1,21,16.2,2024-12-01
Daniel Gafford,DAL,POR,W,27.15,7,11,0.636,0,0,0.0,5,7,0.714,1,3,4,4,0,0,1,2,19,15.9,2024-12-01
Jalen Williams,OKC,HOU,L,37.43,7,21,0.333,2,7,0.286,6,7,0.857,0,5,5,7,1,1,1,3,22,15.6,2024-12-01
Walker Kessler,UTA,LAL,L,34.65,6,6,1.0,0,0,0.0,1,1,1.0,3,8,11,2,0,2,2,4,13,14.9,2024-12-01
Jamal Murray,DEN,LAC,L,37.72,7,12,0.583,2,4,0.5,2,2,1.0,0,0,0,7,1,0,3,1,18,14.9,2024-12-01
Karl-Anthony Towns,NYK,NOP,W,24.57,4,12,0.333,1,5,0.2,5,5,1.0,3,16,19,2,1,1,2,1,14,14.8,2024-12-01
Chris Paul,SAS,SAC,W,33.68,4,10,0.4,3,7,0.429,2,2,1.0,0,2,2,10,1,1,2,1,13,14.5,2024-12-01
Bennedict Mathurin,IND,MEM,L,34.1,5,13,0.385,2,4,0.5,7,8,0.875,1,8,9,3,0,0,2,1,19,14.3,2024-12-01
Wendell Carter,ORL,BRK,W,27.6,5,5,1.0,1,1,1.0,3,4,0.75,3,4,7,1,1,2,3,4,14,13.9,2024-12-01
Josh Hart,NYK,NOP,W,30.97,5,9,0.556,2,3,0.667,0,0,0.0,1,5,6,3,2,1,0,2,12,13.9,2024-12-01
Shaedon Sharpe,POR,DAL,L,36.93,10,20,0.5,2,6,0.333,0,0,0.0,1,3,4,3,2,0,3,2,22,13.9,2024-12-01
Deni Avdija,POR,DAL,L,28.72,7,12,0.583,2,4,0.5,5,5,1.0,0,4,4,2,1,0,4,3,21,13.8,2024-12-01
Franz Wagner,ORL,BRK,W,37.97,4,17,0.235,0,6,0.0,12,14,0.857,1,8,9,8,0,2,4,3,20,13.8,2024-12-01
Dillon Brooks,HOU,OKC,W,29.37,6,11,0.545,2,4,0.5,2,2,1.0,2,5,7,3,0,0,0,5,16,13.7,2024-12-01
Jalen Brunson,NYK,NOP,W,26.47,4,11,0.364,3,7,0.429,5,5,1.0,2,0,2,9,0,0,3,3,16,13.4,2024-12-01
T.J. McConnell,IND,MEM,L,22.07,6,9,0.667,1,1,1.0,2,2,1.0,1,3,4,4,1,0,2,3,15,13.3,2024-12-01
Andrew Nembhard,IND,MEM,L,14.75,6,11,0.545,2,5,0.4,0,0,0.0,0,2,2,4,2,0,0,2,14,13.3,2024-12-01
Marcus Smart,MEM,IND,W,23.27,4,8,0.5,1,3,0.333,7,8,0.875,0,1,1,6,1,0,3,2,16,13.3,2024-12-01
Bam Adebayo,MIA,TOR,L,38.6,5,13,0.385,1,2,0.5,2,2,1.0,4,16,20,7,1,0,5,3,13,13.2,2024-12-01
Julian Strawther,DEN,LAC,L,18.97,6,7,0.857,2,3,0.667,1,1,1.0,1,1,2,2,0,0,1,2,15,13.1,2024-12-01
Kentavious Caldwell-Pope,ORL,BRK,W,34.18,6,11,0.545,4,9,0.444,0,0,0.0,0,1,1,0,2,1,0,2,16,12.9,2024-12-01
Michael Porter,DEN,LAC,L,31.67,8,11,0.727,1,1,1.0,1,4,0.25,0,7,7,1,0,0,1,3,18,12.9,2024-12-01
Desmond Bane,MEM,IND,W,30.02,7,15,0.467,2,8,0.25,0,0,0.0,0,6,6,6,1,0,1,4,16,12.7,2024-12-01
Jerami Grant,POR,DAL,L,37.45,4,10,0.4,2,3,0.667,4,5,0.8,0,5,5,6,1,0,1,3,14,12.7,2024-12-01
Rui Hachimura,LAL,UTA,W,40.42,5,11,0.455,2,8,0.25,1,2,0.5,3,4,7,3,2,0,0,4,13,12.7,2024-12-01
Sam Hauser,BOS,CLE,L,36.08,5,8,0.625,3,6,0.5,0,0,0.0,2,3,5,2,3,0,1,6,13,12.7,2024-12-01
Terance Mann,LAC,DEN,W,24.93,6,7,0.857,2,2,1.0,1,2,0.5,2,1,3,1,0,0,1,2,15,12.7,2024-12-01
Obi Toppin,IND,MEM,L,22.08,7,10,0.7,1,4,0.25,1,2,0.5,0,8,8,1,1,0,2,2,16,12.7,2024-12-01
P.J. Washington,DAL,POR,W,36.95,5,8,0.625,4,6,0.667,0,0,0.0,0,3,3,6,1,0,3,2,14,12.7,2024-12-01
Peyton Watson,DEN,LAC,L,28.6,6,9,0.667,1,2,0.5,0,0,0.0,2,3,5,2,1,1,1,2,13,12.7,2024-12-01
Terry Rozier,MIA,TOR,L,28.75,5,12,0.417,3,7,0.429,4,4,1.0,0,1,1,5,0,0,1,2,17,12.6,2024-12-01
Brandon Boston,NOP,NYK,L,18.77,3,8,0.375,1,3,0.333,6,6,1.0,0,3,3,2,2,0,0,1,13,12.5,2024-12-01
Cason Wallace,OKC,HOU,L,35.65,5,11,0.455,3,6,0.5,1,2,0.5,5,4,9,2,0,0,0,4,14,12.4,2024-12-01
